Review,Sentiment,Cleaned_Review,Tokenized_Review
Tốt, ,tốt,tốt
tốt hơn mong đợi, ,tốt hơn mong đợi,tốt hơn mong_đợi
"Mới mua 7 ngày , hiện nay đang sử dụng được , nhưng về sau chưa biết, mình đánh giá 4 sao.", ,mới mua 7 ngày hiện nay đang sử dụng được nhưng về sau chưa biết mình đánh giá 4 sao,mới mua 7 ngày hiện_nay đang sử_dụng được nhưng về sau chưa biết mình đánh_giá 4 sao
Ok, ,ok,ok
"Máy sài rất tốt ,đã dùng gần 1 tháng rồi .từ tác vụ bình thường đến game nặng.", ,máy sài rất tốt đã dùng gần 1 tháng rồi từ tác vụ bình thường đến game nặng,máy sài rất tốt đã dùng gần 1 tháng rồi từ tác_vụ bình_thường đến game nặng
Rất OK, ,rất ok,rất ok
"Đã dùng nữa tháng,tất cả điều ổn nv ĐMX cai lậy TG phục vụ nhiệt tình rất thích", ,đã dùng nữa thángtất cả điều ổn nv đmx cai lậy tg phục vụ nhiệt tình rất thích,đã dùng nữa thángtất cả điều ổn nv đmx cai_lậy tg phục_vụ nhiệt_tình rất thích
., ,,
Sao Mình Vỗ vào phần camera sau là nghe cạch cạch bên trong vậy ạ. Có sao ko, ,sao mình vỗ vào phần camera sau là nghe cạch cạch bên trong vậy ạ có sao ko,sao mình vỗ vào phần camera sau là nghe cạch cạch bên trong vậy ạ có sao ko
"Máy chạy khá ổn với mức trung tầm giá, chip snap 7s gen 2 thấy chơi game cũng oke ko giựt lag gì, cam chụp hình nét, có điều là pin tuột hơi nhanh và hơi nóng lên khi lướt web. Mà nói chung với tầm giá này oke r mong là sẽ ko bị lỗi vặt về sau", ,máy chạy khá ổn với mức trung tầm giá chip snap 7s gen 2 thấy chơi game cũng oke ko giựt lag gì cam chụp hình nét có điều là pin tuột hơi nhanh và hơi nóng lên khi lướt web mà nói chung với tầm giá này oke r mong là sẽ ko bị lỗi vặt về sau,máy chạy khá ổn với mức trung tầm giá chip snap 7s gen 2 thấy chơi game cũng oke ko giựt lag gì cam chụp hình nét có_điều là pin tuột hơi nhanh và hơi nóng lên khi lướt web mà nói_chung với tầm giá này oke r mong là sẽ ko bị lỗi vặt về sau
Máy mượt màng hình to loa khỏe pin cũng ok lắm wifi 4g tất cả đều ok hết Nhân viên tư vấn nhiệt tình, ,máy mượt màng hình to loa khỏe pin cũng ok lắm wifi 4g tất cả đều ok hết nhân viên tư vấn nhiệt tình,máy mượt màng hình to loa khoẻ pin cũng ok lắm wifi 4g tất_cả đều ok hết nhân_viên tư_vấn nhiệt_tình
"Mình không chơi game,xem tiktop,fb chạy mượt", ,mình không chơi gamexem tiktopfb chạy mượt,mình không chơi gamexem tiktopfb chạy mượt
máy dùng ổn. nhiều bạn bảo tốn pin hơn máy 4g thì mình thấy đúng. nhưng máy chạy 5g. sim viettel có 5g 4g+ . tốn cũng đúng thui có gì đâu, ,máy dùng ổn nhiều bạn bảo tốn pin hơn máy 4g thì mình thấy đúng nhưng máy chạy 5g sim viettel có 5g 4g tốn cũng đúng thui có gì đâu,máy dùng ổn nhiều bạn bảo tốn pin hơn máy 4g thì mình thấy đúng nhưng máy chạy 5g sim viettel có 5g 4g tốn cũng đúng thui có gì đâu
máy mình vừa mua bên điện máy xanh giờ không dùng nữa bên điện máy xạn có thu lại không ạ, ,máy mình vừa mua bên điện máy xanh giờ không dùng nữa bên điện máy xạn có thu lại không ạ,máy mình vừa mua bên điện_máy xanh giờ không dùng nữa bên điện_máy xạn có thu lại không ạ
"Shop, sản phẩm bên điện máy xanh đã sử dụng đc hơn 3 tháng, lúc đầu có tính năng phát dưới nền YouTube có, nhưng giờ mất phải làm sao ạ. Mong nhân viên bên shop hỗ trợ giúp. Cảm ơn", ,shop sản phẩm bên điện máy xanh đã sử dụng đc hơn 3 tháng lúc đầu có tính năng phát dưới nền youtube có nhưng giờ mất phải làm sao ạ mong nhân viên bên shop hỗ trợ giúp cảm ơn,shop sản_phẩm bên điện_máy xanh đã sử_dụng đc hơn 3 tháng lúc đầu có tính_năng phát dưới nền youtube có nhưng giờ mất phải làm_sao ạ mong nhân_viên bên shop hỗ_trợ giúp cảm_ơn
"mình định mua Realme C67 nhưng nhân viên tư vấn OPPO A58, đến khi check lại thông số thì lại thấy Realme C67 có phần nhỉnh hơn, hơi thất vọng", ,mình định mua realme c67 nhưng nhân viên tư vấn oppo a58 đến khi check lại thông số thì lại thấy realme c67 có phần nhỉnh hơn hơi thất vọng,mình định mua realme c67 nhưng nhân_viên tư_vấn oppo a58 đến khi check lại thông_số thì lại thấy realme c67 có phần nhỉnh hơn hơi thất_vọng
Cho hỏi 2 sim mà sao khe chỉ có 1 sim vậy, ,cho hỏi 2 sim mà sao khe chỉ có 1 sim vậy,cho hỏi 2 sim mà sao khe chỉ có 1 sim vậy
"Tuyệt vời quá, cá nhân mình thấy máy quá tốt, chụp hình Leica quá chuyên nghiệp, nước ảnh tốt nhất trong tầm giá.", ,tuyệt vời quá cá nhân mình thấy máy quá tốt chụp hình leica quá chuyên nghiệp nước ảnh tốt nhất trong tầm giá,tuyệt_vời quá cá_nhân mình thấy máy quá tốt chụp hình leica quá chuyên_nghiệp nước ảnh tốt nhất trong tầm giá
Dùng tốt trong tầm giá, ,dùng tốt trong tầm giá,dùng tốt trong tầm giá
Sản phẩm tốt, ,sản phẩm tốt,sản_phẩm tốt
Máy xài rất tốt. Chẳng thấy nóng gì cả. Pin trâu. Chơi game chỉ ấm ấm lên xíu ko đáng kể. Nói chug ok. Đã mua tại TGDD suối sâu. Trãng bàng Tây Ninh, ,máy xài rất tốt chẳng thấy nóng gì cả pin trâu chơi game chỉ ấm ấm lên xíu ko đáng kể nói chug ok đã mua tại tgdd suối sâu trãng bàng tây ninh,máy xài rất tốt chẳng thấy nóng gì cả pin trâu chơi game chỉ ấm ấm lên xíu ko đáng_kể nói chug ok đã mua tại tgdd suối sâu trãng bàng tây_ninh
"Mình mua cho bố dùng, mọi thứ đều quá ok so với nhu cầu của người lớn tuổi", ,mình mua cho bố dùng mọi thứ đều quá ok so với nhu cầu của người lớn tuổi,mình mua cho bố dùng mọi thứ đều quá ok so với nhu_cầu của người lớn_tuổi
"Xiaomi 14T Pro rất tốt, hiệu năng cực mạnh, đáng mua nhất tầm giá, bảo hành dài.", ,xiaomi 14t pro rất tốt hiệu năng cực mạnh đáng mua nhất tầm giá bảo hành dài,xiaomi 14t pro rất tốt hiệu_năng cực mạnh đáng mua nhất tầm giá bảo_hành dài
OK sản phẩm tốt đó, ,ok sản phẩm tốt đó,ok sản_phẩm tốt đó
Dùng cũng rất ok, ,dùng cũng rất ok,dùng cũng rất ok
Sản phẩm xài rất tốt. Chụp hình cùng rất đẹp nè mới xài đc 1 tháng nên hong biết sao, ,sản phẩm xài rất tốt chụp hình cùng rất đẹp nè mới xài đc 1 tháng nên hong biết sao,sản_phẩm xài rất tốt chụp hình cùng rất đẹp nè mới xài đc 1 tháng nên hong biết sao
ok, ,ok,ok
"Màn hình rất đẹp, chip mạnh mẽ, xài ngon lắm", ,màn hình rất đẹp chip mạnh mẽ xài ngon lắm,màn_hình rất đẹp chip mạnh_mẽ xài ngon lắm
"Sản phẩm rất tốt, bảo hành lâu dài tới 18 tháng", ,sản phẩm rất tốt bảo hành lâu dài tới 18 tháng,sản_phẩm rất tốt bảo_hành lâu_dài tới 18 tháng
"Xài ổn, máy ngon mà toàn bị đánh giá về giá, về phục vụ", ,xài ổn máy ngon mà toàn bị đánh giá về giá về phục vụ,xài ổn máy ngon mà toàn bị đánh_giá về giá về phục_vụ
"Rất tốt, sạc nhanh, màn hình đẹp", ,rất tốt sạc nhanh màn hình đẹp,rất tốt sạc nhanh màn_hình đẹp
"Máy sài ổn, pin trâu dùng cả ngày k hết. Mới mua có 10 ngày mà hôm nay thấy giảm giá nữa rồi, tiếc quá", ,máy sài ổn pin trâu dùng cả ngày k hết mới mua có 10 ngày mà hôm nay thấy giảm giá nữa rồi tiếc quá,máy sài ổn pin trâu dùng cả ngày k hết mới mua có 10 ngày mà hôm_nay thấy giảm_giá nữa rồi tiếc quá
"Sử dụng rất tốt, nên cập nhật phần mềm trước khi sử dụng. Camera đẹp ổn nhất tầm giá, lưng làm bằng KÍNH hạn chế trầy, sang trọng", ,sử dụng rất tốt nên cập nhật phần mềm trước khi sử dụng camera đẹp ổn nhất tầm giá lưng làm bằng kính hạn chế trầy sang trọng,sử_dụng rất tốt nên cập_nhật phần_mềm trước khi sử_dụng camera đẹp ổn nhất tầm giá lưng làm bằng kính hạn_chế trầy sang_trọng
"Mình tính không đánh giá, nhưng mà nhiều người không hiểu ĐÁNH GIÁ SẢN PHẨM, là trải nghiệm về sản phẩm, chứ giá lên xuống hay nhân viên làm sao, máy nguyên seal hay không là do chính sách của họ, đồng ý thì mua không đồng ý thì đừng mua.Về sản phẩm xài ổn, màn đẹp, chip mạnh thì chấp nhận hơi hao pin 1 chút xài nền đen, tắt quảng cáo ẩn, ứng dụng chạy nền.", ,mình tính không đánh giá nhưng mà nhiều người không hiểu đánh giá sản phẩm là trải nghiệm về sản phẩm chứ giá lên xuống hay nhân viên làm sao máy nguyên seal hay không là do chính sách của họ đồng ý thì mua không đồng ý thì đừng muavề sản phẩm xài ổn màn đẹp chip mạnh thì chấp nhận hơi hao pin 1 chút xài nền đen tắt quảng cáo ẩn ứng dụng chạy nền,mình tính không đánh_giá nhưng_mà nhiều người không hiểu đánh_giá sản_phẩm là trải_nghiệm về sản_phẩm chứ giá lên_xuống hay nhân_viên làm_sao máy nguyên seal hay không là do chính_sách của họ đồng_ý thì mua không đồng_ý thì đừng muavề sản_phẩm xài ổn màn đẹp chip mạnh thì chấp_nhận hơi hao pin 1 chút xài nền đen tắt quảng_cáo ẩn ứng_dụng chạy nền
"Mình xài được 1 tháng, không chơi game, chủ yếu lướt MXH và dùng cho công việc là chính nên hài lòng nha. Màn hình sáng, rõ, lướt mượt. Chụp hình sáng và ảo.Mình nghĩ tùy nhu cầu thì mọi người sẽ có ý kiến khác nhau.", ,mình xài được 1 tháng không chơi game chủ yếu lướt mxh và dùng cho công việc là chính nên hài lòng nha màn hình sáng rõ lướt mượt chụp hình sáng và ảomình nghĩ tùy nhu cầu thì mọi người sẽ có ý kiến khác nhau,mình xài được 1 tháng không chơi game chủ_yếu lướt mxh và dùng cho công_việc là chính nên hài_lòng nha màn_hình sáng rõ lướt mượt chụp hình sáng và ảomình nghĩ tuỳ nhu_cầu thì mọi người sẽ có ý_kiến khác nhau
"Mình đã mua và sử dụng đc 3 tháng nay, với mình sp tương đối ok", ,mình đã mua và sử dụng đc 3 tháng nay với mình sp tương đối ok,mình đã mua và sử_dụng đc 3 tháng nay với mình sp tương_đối ok
Ổn, ,ổn,ổn
Máy đẹp mượt.ok, ,máy đẹp mượtok,máy đẹp mượtok
"Mới mua được 01 tuần, cảm nhận khách quan như sau Mượt, đa nhiệm ổn, ko lag. Cam ổn, chưa được như kỳ vọng 200mp Pin đủ dùng 01 ngày Vân tay, NFC rất mượtnói chung là ổn.Bạn nào chê nóng là do chưa up lên Hyper os, lên sẽ mượt.Máy nào sạc ko nóng huống hồ là sạc nhanh 65w, còn xài lag là do chưa up lên hyperos.", ,mới mua được 01 tuần cảm nhận khách quan như sau mượt đa nhiệm ổn ko lag cam ổn chưa được như kỳ vọng 200mp pin đủ dùng 01 ngày vân tay nfc rất mượtnói chung là ổnbạn nào chê nóng là do chưa up lên hyper os lên sẽ mượtmáy nào sạc ko nóng huống hồ là sạc nhanh 65w còn xài lag là do chưa up lên hyperos,mới mua được 01 tuần cảm_nhận khách_quan như sau mượt đa_nhiệm ổn ko lag cam ổn chưa được như kỳ_vọng 200mp pin đủ dùng 01 ngày vân tay nfc rất mượtnói chung là ổnbạn nào chê nóng là do chưa up lên hyper os lên sẽ mượtmáy nào sạc ko nóng huống_hồ là sạc nhanh 65w còn xài lag là do chưa up lên hyperos
mình mới mua oppo a58 này hồi chiều mà giờ muốn đổi lại vivo y36 cùng giá ấy vậy có đổi được không DMX, ,mình mới mua oppo a58 này hồi chiều mà giờ muốn đổi lại vivo y36 cùng giá ấy vậy có đổi được không dmx,mình mới mua oppo a58 này hồi chiều mà giờ muốn đổi lại vivo y36 cùng giá ấy vậy có đổi được không dmx
Điện đẹp sài ok lắm mà có cái nó màu hết pin quá đi ạ ko biết có bị gì hôn hay là điện thoại nó vậy mới góp chưa đc tuần ạ, ,điện đẹp sài ok lắm mà có cái nó màu hết pin quá đi ạ ko biết có bị gì hôn hay là điện thoại nó vậy mới góp chưa đc tuần ạ,điện đẹp sài ok lắm mà có cái nó màu hết pin quá đi ạ ko biết có bị gì hôn hay_là điện_thoại nó vậy mới góp chưa đc tuần ạ
Sản phẩm tốt hơn mong đợiRất mượt mà Camera đẹp, ,sản phẩm tốt hơn mong đợirất mượt mà camera đẹp,sản_phẩm tốt hơn mong đợirất mượt_mà camera đẹp
..., ,,
Có ai giống tôi không mới mua về 1 ngày lướt 30phut máy ấm ấm, ,có ai giống tôi không mới mua về 1 ngày lướt 30phut máy ấm ấm,có ai giống tôi không mới mua về 1 ngày lướt 30phut máy ấm ấm
Rất tốt ko có j để chê, ,rất tốt ko có j để chê,rất tốt ko có j để chê
"Máy hiệu năng tốt nhất trong tầm giá chơi game hiệu năng cao thoải mái, pin trâu sạc nhanh đáng mua", ,máy hiệu năng tốt nhất trong tầm giá chơi game hiệu năng cao thoải mái pin trâu sạc nhanh đáng mua,máy hiệu_năng tốt nhất trong tầm giá chơi game hiệu_năng cao thoải_mái pin trâu sạc nhanh đáng mua
sản phẩm xài tốt đánh 10 trận liên quân tốn 36% pin, ,sản phẩm xài tốt đánh 10 trận liên quân tốn 36 pin,sản_phẩm xài tốt đánh 10 trận liên_quân tốn 36 pin
Tôi cần hỗ trợ mong tgdd liên hệ sớm cho tôi, ,tôi cần hỗ trợ mong tgdd liên hệ sớm cho tôi,tôi cần hỗ_trợ mong tgdd liên_hệ sớm cho tôi
Sao không chơi được game trên Facebook, ,sao không chơi được game trên facebook,sao không chơi được game trên facebook
"Camera chụp đẹp. Màn hình cong tôi rất thích, sạc rất nhanh.", ,camera chụp đẹp màn hình cong tôi rất thích sạc rất nhanh,camera chụp đẹp màn_hình cong tôi rất thích sạc rất nhanh
"ĐT đang sử dụng rất tốt, cập nhật ứng dụng rất nhanh, âm thanh nghe thấy thoải mái lắm, pin, sạc đều hài lòng vì sạc nhanh pin giữ được lâu, nói chung là chưa có điểm để chê. Cảm ơn sự quan tâm đến khách hàng của điện máy xanh, cảm ơn các bạn", ,đt đang sử dụng rất tốt cập nhật ứng dụng rất nhanh âm thanh nghe thấy thoải mái lắm pin sạc đều hài lòng vì sạc nhanh pin giữ được lâu nói chung là chưa có điểm để chê cảm ơn sự quan tâm đến khách hàng của điện máy xanh cảm ơn các bạn,đt đang sử_dụng rất tốt cập_nhật ứng_dụng rất nhanh âm_thanh nghe thấy thoải_mái lắm pin sạc đều hài_lòng vì sạc nhanh pin giữ được lâu nói_chung là chưa có điểm để chê cảm_ơn sự quan_tâm đến khách_hàng của điện_máy xanh cảm_ơn các bạn
"tôi mua hồi tháng 8/2024, đã qua 4 tháng sử dụng, bắt đầu có hiện tượng lag nhẹ khi vuốt màng hình, cái này chắc dùng 2 năm là hết cỡ", ,tôi mua hồi tháng 82024 đã qua 4 tháng sử dụng bắt đầu có hiện tượng lag nhẹ khi vuốt màng hình cái này chắc dùng 2 năm là hết cỡ,tôi mua hồi tháng 82024 đã qua 4 tháng sử_dụng bắt_đầu có hiện_tượng lag nhẹ khi vuốt màng hình cái này chắc dùng 2 năm là hết cỡ
Xai rất rất tốt nha cả nhà mình nhé, ,xai rất rất tốt nha cả nhà mình nhé,xai rất rất tốt nha cả nhà mình nhé
"Nhỏ gọn, hiệu sất tốt, pin dùng đc 1 ngày, sạc nhanh, camera đẹp", ,nhỏ gọn hiệu sất tốt pin dùng đc 1 ngày sạc nhanh camera đẹp,nhỏ gọn hiệu sất tốt pin dùng đc 1 ngày sạc nhanh camera đẹp
"Là một người mua lại máy cũ đã sử dụng , bản 12/512 .Cảm nhận Loa tốt, màn tốt , bin trâu , do tính chất làm việc tai công ty pin sử dụng tầm 3 ngày sạc 1 lần . khi quay phim hay chụp ảnh, phần cam bị nóng , và chạm tay vào cam mới thấy đọng sương cam chính , nếu không chạm thì cũng không thấy cam bị sương. chắc do vậy nên khách hàng trả lại. Do nhu cầu tôi mua để chụp ảnh và lưu trữ dữ liệu thì như vậy với tôi quá đủ . không ưu cầu gì hơn . cảm nhận máy ngon trong tầm giá mua lại .", ,là một người mua lại máy cũ đã sử dụng bản 12512 cảm nhận loa tốt màn tốt bin trâu do tính chất làm việc tai công ty pin sử dụng tầm 3 ngày sạc 1 lần khi quay phim hay chụp ảnh phần cam bị nóng và chạm tay vào cam mới thấy đọng sương cam chính nếu không chạm thì cũng không thấy cam bị sương chắc do vậy nên khách hàng trả lại do nhu cầu tôi mua để chụp ảnh và lưu trữ dữ liệu thì như vậy với tôi quá đủ không ưu cầu gì hơn cảm nhận máy ngon trong tầm giá mua lại,là một người mua lại máy cũ đã sử_dụng bản 12512 cảm_nhận loa tốt màn tốt bin trâu do tính_chất làm_việc tai công_ty pin sử_dụng tầm 3 ngày sạc 1 lần khi quay_phim hay chụp ảnh phần cam bị nóng và chạm tay vào cam mới thấy đọng sương cam chính nếu không chạm thì cũng không thấy cam bị sương chắc do_vậy nên khách_hàng trả lại do nhu_cầu tôi mua để chụp ảnh và lưu_trữ dữ_liệu thì như_vậy với tôi quá đủ không ưu cầu gì hơn cảm_nhận máy ngon trong tầm giá mua lại
Theo mình cảm nhận dùng được mấy tháng máy chạy rất mượt vào mạng nhanh ở pin 3 ngày mấy phải sạc sướng nhất là quét mã QR ngân hàng nhanh như chớp, ,theo mình cảm nhận dùng được mấy tháng máy chạy rất mượt vào mạng nhanh ở pin 3 ngày mấy phải sạc sướng nhất là quét mã qr ngân hàng nhanh như chớp,theo mình cảm_nhận dùng được mấy tháng máy chạy rất mượt vào mạng nhanh ở pin 3 ngày mấy phải sạc sướng nhất_là quét mã qr ngân_hàng nhanh như chớp
"Sài dc 1tuần Cãm thấy đt tuột pin khá nhanh so với con 11t cũ cũa mình ,ra tgdd thỳ bão do màn hình độ phân giãi cao ,với đt cấu hình khũng", ,sài dc 1tuần cãm thấy đt tuột pin khá nhanh so với con 11t cũ cũa mình ra tgdd thỳ bão do màn hình độ phân giãi cao với đt cấu hình khũng,sài dc 1tuần cãm thấy đt tuột pin khá nhanh so với con 11t cũ cũa mình ra tgdd thỳ bão do màn_hình độ phân giãi cao với đt cấu_hình khũng
"Mình rất thích con này, dùng rất ngon, gọn gàng đẹp mắt.", ,mình rất thích con này dùng rất ngon gọn gàng đẹp mắt,mình rất thích con này dùng rất ngon gọn_gàng đẹp_mắt
Máy đẹp và có kháng nước rất tốt. Tôi rất thích, ,máy đẹp và có kháng nước rất tốt tôi rất thích,máy đẹp và có kháng nước rất tốt tôi rất thích
"Mua cho ba mình xài rất ưng, cảm ơn tgdđ", ,mua cho ba mình xài rất ưng cảm ơn tgdđ,mua cho ba mình xài rất ưng cảm_ơn tgdđ
"Rất đáng trải nghiệm, mượt và đẹp", ,rất đáng trải nghiệm mượt và đẹp,rất đáng trải_nghiệm mượt và đẹp
Tôi thích thiết kế của máy OPPO này, ,tôi thích thiết kế của máy oppo này,tôi thích thiết_kế của máy oppo này
"Cảm giác máy khá mượt, camera đẹp, sạc nhanh. Nói chung ok", ,cảm giác máy khá mượt camera đẹp sạc nhanh nói chung ok,cảm_giác máy khá mượt camera đẹp sạc nhanh nói_chung ok
"Mua được hơn 3 tháng , máy ngon êm . Sài liên tục full độ sáng dc 12 tiếng lướt wed mở dữ liệu liên tục.. vẫn thoải mái . Sử dụng thêm thời gian nữa sẽ đánh giá tiếp", ,mua được hơn 3 tháng máy ngon êm sài liên tục full độ sáng dc 12 tiếng lướt wed mở dữ liệu liên tục vẫn thoải mái sử dụng thêm thời gian nữa sẽ đánh giá tiếp,mua được hơn 3 tháng máy ngon êm sài liên_tục full độ sáng dc 12 tiếng lướt wed mở dữ_liệu liên_tục vẫn thoải_mái sử_dụng thêm thời_gian nữa sẽ đánh_giá tiếp
Tôi mua được hơn tháng nhìn chung chỉ sử dụng Facebook bút với Zalo không có chơi game hiện tại máy ổn định, ,tôi mua được hơn tháng nhìn chung chỉ sử dụng facebook bút với zalo không có chơi game hiện tại máy ổn định,tôi mua được hơn tháng nhìn_chung chỉ sử_dụng facebook bút với zalo không có chơi game hiện_tại máy ổn_định
Ngon trong tầm giá tại mình cũng đang dùng song song ip14prm, ,ngon trong tầm giá tại mình cũng đang dùng song song ip14prm,ngon trong tầm giá tại mình cũng đang dùng song_song ip14prm
"Nói chung xài gần 1 tháng máy rất mượt,nhanh ít tuột pin", ,nói chung xài gần 1 tháng máy rất mượtnhanh ít tuột pin,nói_chung xài gần 1 tháng máy rất mượtnhanh ít tuột pin
Thấy xài oke quá mà ta..a cũng chê.. mượt chơi game mát.cho dù tui chơi 4g .tui chơi 9tieng liên tục. Chơi liên quân .full cấu hình..ko có 1chuc nóng.. chỉ ấm nhẹ..ko giật lag . nói chung quá OK..., ,thấy xài oke quá mà taa cũng chê mượt chơi game mátcho dù tui chơi 4g tui chơi 9tieng liên tục chơi liên quân full cấu hìnhko có 1chuc nóng chỉ ấm nhẹko giật lag nói chung quá ok,thấy xài oke quá mà taa cũng chê mượt chơi game mátcho dù tui chơi 4g tui chơi 9tieng liên_tục chơi liên_quân full cấu hìnhko có 1chuc nóng chỉ ấm nhẹko giật lag nói_chung quá ok
Lúc đầu sài ok lăm...Được khoản nưa tháng thi nt mess đôi khi bị đứng 2 3 giây là bth lại, ,lúc đầu sài ok lămđược khoản nưa tháng thi nt mess đôi khi bị đứng 2 3 giây là bth lại,lúc đầu sài ok lămđược khoản nưa tháng thi nt mess đôi_khi bị đứng 2 3 giây là bth lại
Xin hỏi sao hình nền động của xiomi 14 lỗi v ạ, ,xin hỏi sao hình nền động của xiomi 14 lỗi v ạ,xin hỏi sao hình nền động của xiomi 14 lỗi v ạ
Đẹp và mạnh mẽ, ,đẹp và mạnh mẽ,đẹp và mạnh_mẽ
"The 14T offers great performance, configuration options, display, and cameras for its price. The battery life is solid, and it charges quickly. It only gets a little warm during gaming, not too hot.", ,the 14t offers great performance configuration options display and cameras for its price the battery life is solid and it charges quickly it only gets a little warm during gaming not too hot,the 14t offers great performance configuration options display and cameras for its price the battery life is solid and it charges quickly it only gets a little warm during gaming not too hot
"Máy nhiều khi bị lag, với lại cho em hỏi là cục sạc của máy được bảo hành không ạ. Em cắm sạc mà bị chập điện sập cầu dao luôn ạ xog rồi giờ cắm sạc không được nữa ạ", ,máy nhiều khi bị lag với lại cho em hỏi là cục sạc của máy được bảo hành không ạ em cắm sạc mà bị chập điện sập cầu dao luôn ạ xog rồi giờ cắm sạc không được nữa ạ,máy nhiều khi bị lag với_lại cho em hỏi là cục sạc của máy được bảo_hành không ạ em cắm sạc mà bị chập điện sập cầu_dao luôn ạ xog rồi giờ cắm sạc không được nữa ạ
Kính cường lực của mình bị vỡ thì có được thay không, ,kính cường lực của mình bị vỡ thì có được thay không,kính cường_lực của mình bị vỡ thì có được thay không
Máy nhanh nóng còn tất cả ok, ,máy nhanh nóng còn tất cả ok,máy nhanh nóng còn tất_cả ok
Máy dùng vào Facebook Youtube máy nóng ran có đc đổi máy khác ko shop, ,máy dùng vào facebook youtube máy nóng ran có đc đổi máy khác ko shop,máy dùng vào facebook youtube máy nóng ran có đc đổi máy khác ko shop
Thấy dùng ổn Chủ yếu nghe gọi nên ko đánh giá chi tiết, ,thấy dùng ổn chủ yếu nghe gọi nên ko đánh giá chi tiết,thấy dùng ổn chủ_yếu nghe gọi nên ko đánh_giá chi_tiết
Rất tốt ạ, ,rất tốt ạ,rất tốt ạ
K, ,k,k
Qúa là ngon đi, ,qúa là ngon đi,qúa là ngon đi
bản 12/512 . dùng khá oke . nhỏ gọn . pin chỉ lướt web . fb . linh tinh cả ngày khỏi lo . k nóng máy .., ,bản 12512 dùng khá oke nhỏ gọn pin chỉ lướt web fb linh tinh cả ngày khỏi lo k nóng máy,bản 12512 dùng khá oke nhỏ gọn pin chỉ lướt web fb linh_tinh cả ngày khỏi lo k nóng máy
Chương trình phát dưới nền bị mất phải làm sao để xài tiếp., ,chương trình phát dưới nền bị mất phải làm sao để xài tiếp,chương_trình phát dưới nền bị mất phải làm_sao để xài tiếp
Quá tuyệt vời mới mua được 1 tháng, ,quá tuyệt vời mới mua được 1 tháng,quá tuyệt_vời mới mua được 1 tháng
"Xiaomi 14t hok BT có lỗi pin hay ko , mình sạc đầy 100% pin từ 12h rút sạc để tới 15h thì tuộc hết 9% , mình đã tắt thông báo tất cả các app những app ko dùng mình xoá lun , để tốc độ màng hình xuống 60hz vẫn tuộc , mong đc hỗ trợ sớm", ,xiaomi 14t hok bt có lỗi pin hay ko mình sạc đầy 100 pin từ 12h rút sạc để tới 15h thì tuộc hết 9 mình đã tắt thông báo tất cả các app những app ko dùng mình xoá lun để tốc độ màng hình xuống 60hz vẫn tuộc mong đc hỗ trợ sớm,xiaomi 14t hok bt có lỗi pin hay ko mình sạc đầy 100 pin từ 12h rút sạc để tới 15h thì tuộc hết 9 mình đã tắt thông_báo tất_cả các app những app ko dùng mình xoá lun để tốc_độ màng hình xuống 60hz vẫn tuộc mong đc hỗ_trợ sớm
"Máy bị đọng sương camera. Vậy có được bảo hành, và khắc phục lỗi đọng sương dứt điểm ko vậy", ,máy bị đọng sương camera vậy có được bảo hành và khắc phục lỗi đọng sương dứt điểm ko vậy,máy bị đọng sương camera vậy có được bảo_hành và khắc_phục lỗi đọng sương dứt_điểm ko vậy
"Bị đọng nước trong cam, chụp tầm 34p là bị, bực hết cả mình", ,bị đọng nước trong cam chụp tầm 34p là bị bực hết cả mình,bị đọng nước trong cam chụp tầm 34p là bị bực hết cả mình
Quá tuyệt, ,quá tuyệt,quá tuyệt
Mượt sạc nhanh màn hình đẹp, ,mượt sạc nhanh màn hình đẹp,mượt sạc nhanh màn_hình đẹp
Màn hình đẹp. Máy mỏng nhẹ Camera quét tài liệu hơi tối so với các hãng khác, ,màn hình đẹp máy mỏng nhẹ camera quét tài liệu hơi tối so với các hãng khác,màn_hình đẹp máy mỏng nhẹ camera quét tài_liệu hơi tối so với các hãng khác
"Ổn nha, sẽ giới thiệu cho người thân", ,ổn nha sẽ giới thiệu cho người thân,ổn nha sẽ giới_thiệu cho người thân
Trong tầm giá... vậy là ok, ,trong tầm giá vậy là ok,trong tầm giá vậy là ok
"Máy có nhiều app rác phải gỡ bỏ hoặc tắt, tắt quảng cáo, tắt thông báo trong từng app để máy mượt, đỡ hao pin. Pin sạc lần đầu để qua đêm tụt 10%, sạc lần 2 thì chỉ tụt 5%. Xem phim , lướt web màn hình nét, chơi 1 số game ko hỗ trợ tỉ lệ màn 209 thì màu sắc nhợt nhạt chắc do độ phân giải của game", ,máy có nhiều app rác phải gỡ bỏ hoặc tắt tắt quảng cáo tắt thông báo trong từng app để máy mượt đỡ hao pin pin sạc lần đầu để qua đêm tụt 10 sạc lần 2 thì chỉ tụt 5 xem phim lướt web màn hình nét chơi 1 số game ko hỗ trợ tỉ lệ màn 209 thì màu sắc nhợt nhạt chắc do độ phân giải của game,máy có nhiều app rác phải gỡ bỏ hoặc tắt tắt quảng_cáo tắt thông_báo trong từng app để máy mượt đỡ hao pin pin sạc lần đầu để qua đêm tụt 10 sạc lần 2 thì chỉ tụt 5 xem phim lướt web màn_hình nét chơi 1 số game ko hỗ_trợ tỉ_lệ màn 209 thì màu_sắc nhợt_nhạt chắc do độ_phân_giải của game
